id,page,tier,negative,block,refs,title,given,when,then,section,source_line,form
QA-IMP-27,order-management,ADMIN,False,IMP,[DC-10];[DC-11];[DC-12];[DC-6];[DC-9],Confirm persists the whole batch chain [DC-6] [DC-9] [DC-10] [DC-11] [DC-12],"Given a valid 12-row file with 11 GB rows and 1 PE row, order type Influencer Seeding, PIC Yongwon Ryu (me)",When I click Confirm Import (12 orders),"Then exactly 12 orders exist with MKT- numbers And [DC-6] import.batch_confirmed persists with batch id, filename, file hash, order_count=12, order type, PIC, carriers_assigned=11, carrier_unresolved=1, idempotency key And 12 [DC-9] order.created events persist with recipient, contact, address, country, SKU, qty, product-name snapshot, campaign and batch id And 11 [DC-10] order.carrier_assigned events persist with old=null → new=YunExpress And 1 [DC-11] order.carrier_unresolved persists with country=PE, reason=no_connected_carrier And 12 [DC-12] order.pic_assigned events persist with the batch PIC.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1046,prose
QA-IMP-28,order-management,ADMIN,True,IMP,[DC-28];[E-11];[G-9],Double-click creates one batch [E-11] [DC-28],Given a valid file is parsed,When I click Confirm Import twice within 200 ms,"Then exactly one batch exists, exactly {n} orders were created, and one [DC-28] idempotency.duplicate_suppressed persists naming import.batch_confirmed [G-9].",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1056,prose
QA-IMP-29,order-management,ADMIN,True,IMP,[DC-7];[E-12],Network failure is atomic [E-12] [DC-7],Given a valid file is parsed,When I click Confirm Import and the network drops after the request is sent,"Then either all {n} orders exist or none do — never a partial batch And a red toast is shown, and [DC-7] import.batch_rejected persists when the server rejected it.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1061,prose
QA-IMP-30,order-management,ADMIN,False,IMP,[DC-4];[DC-5];[E-10],"Duplicate file warns, does not block [E-10] [DC-4] [DC-5]",Given mkt_seeding_batch3.xlsx was already confirmed as batch B-1042,When I upload the identical file and click Confirm Import,Then a dialog titled This file was already imported appears with a body naming batch B-1042 and buttons Cancel and Import anyway And [DC-4] import.duplicate_file_warned persists And choosing Import anyway creates the batch and persists [DC-5] import.duplicate_file_overridden [PD-58 · OWNER-PENDING].,8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1067,prose
QA-IMP-31,order-management,ADMIN,False,IMP,[DC-2];[DC-3];[DC-8];[E-13],Abandoning the modal creates nothing [E-13] [DC-8],Given a valid file has been uploaded and previewed,When I click Cancel,"Then no orders are created, [DC-8] import.batch_abandoned persists with reason user_closed, and [DC-2] and [DC-3] remain persisted (§3.2.4).",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1074,prose
QA-IMP-32,order-management,ADMIN,True,IMP,[DC-7];[E-52],Ambiguous carrier mapping aborts the batch [E-52],Given the configuration maps GB to two connected carriers,When I click Confirm Import,"Then no orders are created, a red toast names GB, and [DC-7] persists with reason ambiguous_carrier_mapping.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1079,prose
QA-IMP-33,order-management,ADMIN,False,IMP,[DC-9];[E-45];[E-57],Post-import list behaviour [E-45] [E-57],"Given the header reads 2,818 orders and a date filter plus page 2 are active",When a 12-order import is confirmed,"Then the header reads 2,830 orders, 12 new purple MKT- rows are present, the applied filter and page number are unchanged, and no page reload occurred And the 12 rows now visible are exactly the 12 orders written by that batch's [DC-9] order.created events — the list is a view over them, so their count and their order numbers match one-for-one.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1084,prose
QA-IMP-34,order-management,ADMIN,False,IMP,[DC-26];[DC-27],Export egress is recorded [DC-26] [DC-27],Given a filter set is applied,When I click ⬇ Export and then ⬇ Yun Export,"Then [DC-26] orders.exported and [DC-27] orders.yun_exported each persist with the filter context and the row count, and neither shows a toast (§3.13).",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1090,prose
QA-IMP-35,order-management,WF,False,IMP,,"Preview collapse row spans the full table — re-baselined on [WF-15 · proposed], applied 2026-08-03",Given #m-import is open,When I read #m-import tbody td[colspan],"Then exactly one such cell exists, its text is ⋯ +8 more rows, and its colspan attribute is 7, equal to the length of #m-import thead th And the collapse row therefore spans the full table (§3.2.4). (Through v1.2 this scenario was a (neg) defect-documentation test asserting colspan=""6"" against 7 headers. The wireframe-edit pass applied colspan=""7"" on 2026-08-03, so the assertion was re-baselined onto the fixed value and the scenario is no longer negative. The id is unchanged.)",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1095,prose
QA-IMP-36,order-management,WF,False,IMP,,Preview row arithmetic matches the header count,Given #m-import is open,When I count the data rows,"Then 4 named rows are rendered (Svetlana Jaloba, Zoe Garner, Mariana Maheha, Lucia Ramos) plus one collapse row reading ⋯ +8 more rows, so 4 + 8 = 12, consistent with the header's 12 rows parsed.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1102,prose
QA-IMP-37,order-management,WF,True,IMP,,"The dropzone is inert in the mock (demo limitation, not a defect)",Given #m-import is open,When I click .dropzone,"Then no file picker opens, no input[type=file] exists anywhere in the document, and the preview is unchanged — the preview data is static (_wireframe-fixes §E). All parse-behaviour scenarios are therefore [ADMIN].",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1107,prose
QA-IMP-38,order-management,WF,False,IMP,,Modal geometry and dismissal controls,Given #m-import is open,When I inspect #m-import .modal,"Then it carries classes modal wide, its max-width computes to 720px, its header exposes a ✕ control matching header .x[data-close], and its footer contains exactly two buttons, Cancel and Confirm Import (12 orders).",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1112,prose
QA-IMP-39,order-management,WF,True,IMP,,Repeated confirms reuse one toast node,Given I have clicked #mktConfirm once and have not touched #sampCancelBtn,When I reopen #m-import and click #mktConfirm again,"Then document.querySelectorAll('.gtoast').length === 1 and its id is gtoast — no second node is created for the same action (contrast [WF-18 · proposed], which is about two different actions).",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1117,prose
QA-IMP-40,order-management,ADMIN,True,IMP,[E-67],Country given as a full name [E-67],Given the real admin import modal is open,When I upload a file containing one row whose Country is United Kingdom and one whose Country is Nowhereland,"Then the first normalises to GB and resolves to YunExpress, while the second is a row error Invalid country that blocks the whole file.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1122,prose
QA-IMP-41,order-management,ADMIN,True,IMP,[E-68],Whitespace-only fields count as missing [E-68],Given the real admin import modal is open,When I upload a file containing a row whose Recipient is three spaces and whose SKU has a trailing non-breaking space,"Then the SKU is trimmed and resolves normally, while the Recipient is treated as missing and produces a row error that blocks the file.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1127,prose
QA-IMP-42,order-management,ADMIN,True,IMP,[E-5];[E-69],Non-integer quantity [E-69] [E-5],Given the real admin import modal is open,"When I upload a file containing rows with Qty 1.5, 1,000 and '2","Then 1,000 imports as 1000 and '2 imports as 2, while 1.5 is a row error that blocks the file.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1132,prose
QA-IMP-43,order-management,ADMIN,True,IMP,[E-70],Multi-sheet workbook and merged header cells [E-70],Given the real admin import modal is open,When I upload a workbook whose second sheet contains extra rows,"Then only the first sheet is parsed and the second is ignored And when I instead upload a workbook whose header row contains a merged cell, the file is rejected with an explicit reason and nothing is parsed.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1137,prose
QA-IMP-44,order-management,ADMIN,True,IMP,[DC-2];[E-71],Outdated template rejected [E-71],Given the real admin import modal is open,When I upload a file built from a superseded template version,"Then it is rejected with a message naming the required version and pointing back at ⬇ Download Template (.xlsx), and [DC-2] persists outcome rejected_template_version.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1143,prose
QA-IMP-45,order-management,ADMIN,False,IMP,[E-51];[E-72],System values win over file-supplied name/number columns [E-72] [E-51],Given the real admin import modal is open,"When I upload a file with extra Product Name and Order No columns whose values disagree with the catalogue and with the sequence, and I click Confirm Import","Then the created orders carry the system-resolved product name and a system-minted MKT-#####, and the file's values are recorded on the parse result but never applied.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1148,prose
QA-IMP-46,order-management,ADMIN,False,IMP,[E-73],Discontinued SKU still imports [E-73],Given the real admin import modal is open,When I upload a file containing a row whose SKU is discontinued or unpublished,"Then no error is raised, the row imports, and the product-name snapshot is taken at creation time (same doctrine as BR-1).",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1153,prose
QA-IMP-47,order-management,ADMIN,True,IMP,[DC-7];[DC-8];[E-74],Session expiry between upload and confirm [E-74],Given a parsed draft and an expired session,When I click Confirm Import,"Then a red toast is shown, no orders are created, and [DC-7] persists with reason session_expired; after the draft TTL elapses [DC-8] persists with reason session_lost.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1158,prose
QA-IMP-48,order-management,ADMIN,False,IMP,[DC-28];[E-75],"Lost response, safe retry [E-75]",Given the server committed the batch but the client timed out,When I retry the confirm with the same idempotency key,"Then exactly {n} orders exist in total, the committed batch is returned unchanged, and [DC-28] records the suppressed repeat — no second batch.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1163,prose
QA-IMP-49,order-management,ADMIN,False,IMP,[E-41];[E-76],"Two tabs, two batches [E-76] [E-41]",Given the same operator has this page open in tab A and tab B,When the operator confirms one import in tab A and a different import in tab B,"Then two distinct batches exist with distinct MKT- ranges, no id collides, and neither draft's Order Type or PIC leaks into the other.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1168,prose
QA-IMP-50,order-management,ADMIN,True,IMP,[E-77],Browser Back does not revert [E-77],Given a confirmed import,When I press the browser Back button,"Then the dashboard is shown, the batch still exists in full, and no revert or undo affordance is offered anywhere (BR-14, [PD-54 · OWNER-PENDING]).",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1173,prose
QA-IMP-51,order-management,ADMIN,False,IMP,[DC-11];[E-80],Disabled carrier connection behaves as unconnected [E-80],Given GB maps to YunExpress but that connection is disabled at confirm time,When I upload a file of GB rows and click Confirm Import,"Then the GB rows render amber Not connected — contact the Fulfillment Center, the orders are created flagged, and [DC-11] persists with reason connection_disabled.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1178,prose
QA-IMP-52,order-management,ADMIN,False,IMP,[DC-10];[E-18];[E-81],Per-row carriers in one batch [E-81] [E-18],Given the configuration maps GB and AU to two different connected carriers and PE to none,"When I upload a file containing GB, AU and PE rows and click Confirm Import","Then each order carries its own row's carrier, no batch-level carrier is recorded, and the toast subtext counts only the PE row as unresolved And one [DC-10] order.carrier_assigned persists per connected row, each naming that row's own carrier and mapping version — never a single batch-level assignment.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1183,prose
QA-IMP-53,order-management,ADMIN,True,IMP,[DC-3];[E-4],Unknown SKU blocks the whole file [E-4],Given the real admin import modal is open,When I upload a 12-row file in which row 7's SKU is not present in the catalog,"Then row 7 shows the reason Unknown SKU, the preview header reads … · 12 rows parsed · 1 errors, Confirm Import is disabled, and no order is created for any of the other 11 rows either — the file is the unit of intent (BR-12, [PD-57 · OWNER-PENDING]) And [DC-3] import.file_parsed persists the per-row error reason.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1189,prose
QA-IMP-54,order-management,ADMIN,True,IMP,[E-6];[E-7],"Invalid country code blocks the file, and is distinct from an unconnected carrier [E-6] [E-7]",Given the real admin import modal is open,"When I upload a file containing one row whose Country is ZZ (not a supported code) and one row whose Country is PE (supported, no connected carrier)","Then the ZZ row shows the reason Invalid country, is counted in {e}, and blocks the whole file And the PE row is not an error: it renders amber Not connected — contact the Fulfillment Center and would not have blocked anything on its own — the two conditions must never be merged into one error class.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1195,prose
QA-IMP-55,order-management,ADMIN,True,IMP,[DC-11];[E-8],A file where every row is unconnected is still confirmable [E-8] [DC-11],Given the real admin import modal is open,"When I upload a 9-row file in which every row's country has no connected carrier, and I click Confirm Import","Then Confirm Import was enabled, all 9 orders are created, every one carries the carrier_unresolved flag, and 9 [DC-11] order.carrier_unresolved events persist And the toast subtext reads Carrier auto-assigned per country · 9 not connected — flagged to contact Fulfillment Center (BR-20).",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1201,prose
QA-IMP-56,order-management,ADMIN,True,IMP,[DC-2];[E-16],Row or byte limit rejects the file [E-16] [DC-2],Given the configured maximum row count and maximum file size,When I upload a file that exceeds either limit,"Then it is rejected with an explicit message that names the limit value verbatim, no rows are parsed, no preview renders, and [DC-2] import.file_uploaded persists with parse outcome rejected_limit (limit values are a §9.3 developer decision; the assertion is that the message names whichever value was configured).",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1207,prose
QA-IMP-57,order-management,ADMIN,True,IMP,[DC-2];[E-17],Template schema mismatch [E-17] [DC-2],Given the real admin import modal is open,"When I upload a file whose columns have been reordered and which carries one extra column, and then a second file that is missing the required Country header","Then the reordered-plus-extra file parses normally — headers are matched by name and the extra column is ignored And the file missing a required header is rejected with a message naming the missing header, nothing is parsed, and [DC-2] persists with parse outcome rejected_format.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1212,prose
QA-IMP-58,order-management,ADMIN,True,IMP,[DC-8];[E-55],Tab closed mid-upload creates nothing [E-55] [DC-8],Given a file is uploading or a parsed draft is staged in the modal,When I close the browser tab before clicking Confirm Import,"Then no orders are created, the staged draft is orphaned and reaped, and [DC-8] import.batch_abandoned persists with reason session_lost (§3.2.6).",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1218,prose
QA-IMP-59,order-management,ADMIN,False,IMP,[DC-26];[E-58],Export during a commit is a consistent snapshot [E-58],Given a 12-order batch is committing,When I click ⬇ Export while that commit is in flight,Then the exported file contains either all 12 of that batch's orders or none of them — never a partial batch — and the row count recorded in [DC-26] matches the rows the file actually contains.,8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1223,prose
QA-IMP-60,order-management,ADMIN,False,IMP,[DC-10];[E-65],Carrier mapping changes between preview and confirm [E-65] [DC-10],"Given a file was parsed while GB mapped to YunExpress, so the preview's advisory Carrier (auto) cells read YunExpress",When the mapping is changed to a different connected carrier and I then click Confirm Import,"Then the orders are assigned the confirm-time carrier, not the previewed one; [DC-10] order.carrier_assigned persists the confirm-time carrier and its mapping version; and the toast subtext reports confirm-time counts (§3.3).",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1228,prose
QA-IMP-61,order-management,ADMIN,True,IMP,[E-78],Over-length recipient or address never blocks [E-78],Given the real admin import modal is open,When I upload a file containing a Recipient and an Address longer than the destination carrier's field limit,"Then no error is raised, the rows import, and the values are stored verbatim — carrier-side truncation or rejection is a downstream concern and must never block order creation (§3.2.4).",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1233,prose
